index,classifier,ENC_HOMICIDIO,ENC_HURTO,ENC_FATRAPORTE_ARMAS_MUNICIONES,ENC_TRAFAPORTE_ESTUPEFACIENTES,ENC_CONCIERTO_DELINQUIR,ENC_FATRAPORTE_ARMAS_ACCESORIOS_MUNICIONES,ENC_ACTOS_SEXUALES_MENOR_14,ENC_ACC_CARNAL_14,ENC_ANNO_INGRESO,ENC_INTRAMUROS,ENC_MESES_CONDENA,ENC_RANGOS_EDAD_INPEC,ENC_GENERO,ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_CENTRAL,ENC_REGIONAL_OCCIDENTE,ENC_REGIONAL_NOROESTE,ENC_REGIONAL_NORTE,ENC_REGIONAL_ORIENTE,ENC_REGIONAL_VIEJO_CALDAS
1002,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2013.0,,720.0,10.0,0.0,,,,,,,
1034,GaussianNB_BASE_LINE_VALUES,,0.0,,,,1.0,1.0,1.0,2013.0,,720.0,9.0,0.0,,,,,,,
2195,GaussianNB_BASE_LINE_VALUES,,,,,,,,,,,,,,,,,,,,
4576,GaussianNB_BASE_LINE_VALUES,,,,,,,,,2019.0,,,,,,,,,,,
1598,GaussianNB_BASE_LINE_VALUES,1.0,,,,,1.0,1.0,1.0,2016.0,,720.0,7.0,0.0,1.0,,,1.0,,,
1114,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2014.0,,720.0,8.0,0.0,,,,,,,
4669,GaussianNB_BASE_LINE_VALUES,1.0,,,,,1.0,1.0,1.0,2016.0,,202.0,8.0,0.0,1.0,,1.0,1.0,,,
3846,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2014.0,,720.0,9.0,0.0,,,,,,,
4643,GaussianNB_BASE_LINE_VALUES,,,,,,0.0,,,2019.0,,,,,,,,,1.0,,
4700,GaussianNB_BASE_LINE_VALUES,1.0,,,,,1.0,1.0,1.0,2015.0,0.0,720.0,8.0,0.0,,,,,,,
2010,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2015.0,,720.0,8.0,0.0,,,,,,,
3168,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2014.0,,720.0,9.0,0.0,,,,,,,
2440,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2012.0,,720.0,9.0,0.0,,,,,,,
3906,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2013.0,,720.0,10.0,0.0,,,,,,,
3410,GaussianNB_BASE_LINE_VALUES,,,,,,,,,2019.0,,67.0,,,,,,,,,
4898,GaussianNB_BASE_LINE_VALUES,,0.0,0.0,,,1.0,1.0,1.0,2016.0,0.0,720.0,7.0,0.0,1.0,,,1.0,,,0.0
1307,GaussianNB_BASE_LINE_VALUES,1.0,,,,,1.0,1.0,1.0,2016.0,0.0,202.0,7.0,0.0,,,1.0,,,,
2262,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2014.0,,720.0,9.0,0.0,,,,,,,
3061,GaussianNB_BASE_LINE_VALUES,0.0,,1.0,,,,,,2019.0,,67.0,,,,,,,1.0,,1.0
1605,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2014.0,,720.0,8.0,0.0,,,,,,,
4412,GaussianNB_BASE_LINE_VALUES,,1.0,,,,0.0,,,,,,,,,,,,,,
4106,GaussianNB_BASE_LINE_VALUES,1.0,,,,,1.0,1.0,1.0,2016.0,,720.0,7.0,0.0,,,,1.0,,,
3541,GaussianNB_BASE_LINE_VALUES,1.0,0.0,,,,1.0,1.0,1.0,2012.0,,720.0,7.0,0.0,,,,,0.0,,
785,GaussianNB_BASE_LINE_VALUES,1.0,,,,,1.0,1.0,1.0,2015.0,,720.0,7.0,0.0,,,,,,,
1085,GaussianNB_BASE_LINE_VALUES,,,,,,,,,,,,,,,,,,,,
371,GaussianNB_BASE_LINE_VALUES,1.0,,,,,1.0,1.0,1.0,2016.0,,202.0,1.0,0.0,1.0,,1.0,,,,
2120,GaussianNB_BASE_LINE_VALUES,,1.0,,,,,,,,,67.0,,,,,,,,,
4121,GaussianNB_BASE_LINE_VALUES,1.0,,,,,1.0,1.0,1.0,2015.0,,202.0,7.0,0.0,,,,1.0,0.0,,
1828,GaussianNB_BASE_LINE_VALUES,1.0,,,,,1.0,1.0,1.0,2015.0,0.0,720.0,8.0,0.0,,,,,,,
183,GaussianNB_BASE_LINE_VALUES,,1.0,1.0,,,0.0,,,,1.0,,3.0,,,,,,,,1.0
3201,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2012.0,,720.0,,0.0,,,,,,,
1001,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2013.0,,720.0,10.0,0.0,,,,,,,
259,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2014.0,,720.0,8.0,0.0,,,,,,,
2426,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2012.0,,720.0,,0.0,,,,,,,
3663,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2012.0,,720.0,10.0,0.0,,,,,,,
501,GaussianNB_BASE_LINE_VALUES,,,0.0,,,1.0,1.0,1.0,2015.0,0.0,720.0,8.0,0.0,,,,,,,
288,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2014.0,,720.0,8.0,0.0,,,,,,,
3682,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2014.0,,720.0,8.0,0.0,,,,,,,
1879,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2013.0,,720.0,10.0,0.0,,,,,,,
3794,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2015.0,,720.0,8.0,0.0,,,,,,,
3617,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2014.0,,720.0,9.0,0.0,,,,,,,
4244,GaussianNB_BASE_LINE_VALUES,1.0,,,,,1.0,1.0,1.0,2015.0,,202.0,7.0,0.0,1.0,,,1.0,,,
1784,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2015.0,,720.0,9.0,0.0,,,,,,,
2712,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2014.0,,720.0,9.0,0.0,,,,,,,
825,GaussianNB_BASE_LINE_VALUES,,,,,,,,,,,,,,,,,,,,
4910,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2015.0,,720.0,8.0,0.0,,,,,,,
2006,GaussianNB_BASE_LINE_VALUES,1.0,,,,,1.0,1.0,1.0,2015.0,,720.0,7.0,0.0,,,,,,,
2915,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2014.0,,720.0,9.0,0.0,,,,,,,
4681,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2015.0,,720.0,8.0,0.0,,,,,,,
3921,GaussianNB_BASE_LINE_VALUES,,,,,,,,,,,,,1.0,,,,,,,
3851,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2013.0,,720.0,10.0,0.0,,,,,,,
2365,GaussianNB_BASE_LINE_VALUES,1.0,,,,,1.0,1.0,1.0,2016.0,0.0,720.0,8.0,0.0,1.0,,,,,,
1437,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2014.0,,720.0,8.0,0.0,,,,,,,
4851,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2013.0,,720.0,9.0,0.0,,,,,,,
3341,GaussianNB_BASE_LINE_VALUES,,0.0,,,,1.0,1.0,1.0,2014.0,,720.0,8.0,0.0,,,,,,,
1538,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2011.0,,720.0,10.0,0.0,,,,,,,
4315,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2015.0,,720.0,8.0,0.0,,,,,,,
4312,GaussianNB_BASE_LINE_VALUES,1.0,,,,,1.0,1.0,1.0,2015.0,0.0,720.0,7.0,0.0,,,,,,,
3621,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2013.0,,720.0,,0.0,,,,,,,
4040,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2013.0,,720.0,,0.0,,,,,,,
4478,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2013.0,,720.0,10.0,0.0,,,,,,,
2948,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2012.0,,720.0,10.0,0.0,,,,,,,
1375,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2013.0,,720.0,10.0,0.0,,,,,,,
4762,GaussianNB_BASE_LINE_VALUES,,1.0,,,,,,,,,,,,,,,,,,
496,GaussianNB_BASE_LINE_VALUES,,0.0,,,,1.0,1.0,1.0,2015.0,,720.0,8.0,0.0,,,,,,,
2366,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2015.0,,720.0,8.0,0.0,,,,,,,
1013,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2014.0,,720.0,9.0,0.0,,,,,,,
4936,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2013.0,,720.0,9.0,0.0,,,,,,,
546,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2013.0,,720.0,9.0,0.0,,,,,,,
3199,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2015.0,,720.0,9.0,0.0,,,,,,,
4879,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2015.0,,720.0,8.0,0.0,,,,,,,
3600,GaussianNB_BASE_LINE_VALUES,,0.0,,,,1.0,1.0,1.0,2015.0,,720.0,8.0,0.0,,,,,0.0,,
2227,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2013.0,,720.0,10.0,0.0,,,,,,,
4876,GaussianNB_BASE_LINE_VALUES,,0.0,,,,1.0,1.0,1.0,2013.0,,720.0,9.0,0.0,,,,,,,
706,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2013.0,,720.0,10.0,0.0,,,,,,,
4358,GaussianNB_BASE_LINE_VALUES,,,,,,,,,,,,,,,,,,,,
4438,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2012.0,,720.0,,0.0,,,,,,,
1633,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2014.0,,720.0,9.0,0.0,,,,,,,
1588,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2014.0,,720.0,8.0,0.0,,,,,,,
4815,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2015.0,,720.0,8.0,0.0,,,,,,,
2200,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2014.0,,720.0,9.0,0.0,,,,,,,
308,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2013.0,,720.0,10.0,0.0,,,,,,,
1982,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2015.0,,720.0,7.0,0.0,,,,,,,
3058,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2014.0,,720.0,9.0,0.0,,,,,,,
2991,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2014.0,,720.0,8.0,0.0,,,,,,,
774,GaussianNB_BASE_LINE_VALUES,,,,,,,,,2019.0,,,,,,,,,,,
3447,GaussianNB_BASE_LINE_VALUES,1.0,,,,,1.0,1.0,1.0,2014.0,0.0,202.0,1.0,0.0,1.0,,1.0,1.0,,,
4471,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2012.0,,720.0,,0.0,,,,,,,
3814,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2014.0,,720.0,9.0,0.0,,,,,,,
4489,GaussianNB_BASE_LINE_VALUES,,,,,,,,,,,,,1.0,,,,,,,
4772,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2012.0,,720.0,,0.0,,,,,,,
1692,GaussianNB_BASE_LINE_VALUES,1.0,,,,,1.0,1.0,1.0,2015.0,0.0,720.0,8.0,0.0,,,,,,,
1343,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2012.0,,720.0,,0.0,,,,,,,
1649,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2012.0,,720.0,10.0,0.0,,,,,,,
1706,GaussianNB_BASE_LINE_VALUES,1.0,,,,,1.0,1.0,1.0,2015.0,0.0,720.0,8.0,0.0,,,,,,,
2993,GaussianNB_BASE_LINE_VALUES,,,,,,,,,,,67.0,,,,,,,,,
3908,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2013.0,,720.0,10.0,0.0,,,,,,,
1404,GaussianNB_BASE_LINE_VALUES,,1.0,,,,0.0,,,,,,,,,,,,1.0,,
4591,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2014.0,,720.0,9.0,0.0,,,,,,,
100,GaussianNB_BASE_LINE_VALUES,1.0,0.0,,,,1.0,1.0,1.0,2013.0,,720.0,7.0,0.0,,,,,,,
690,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2012.0,,720.0,,0.0,,,,,,,
3018,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2015.0,,720.0,8.0,0.0,,,,,,,
348,GaussianNB_BASE_LINE_VALUES,1.0,0.0,0.0,,,,1.0,1.0,2016.0,0.0,720.0,7.0,0.0,,,,1.0,0.0,,
967,GaussianNB_BASE_LINE_VALUES,,0.0,0.0,,,1.0,1.0,1.0,2013.0,0.0,720.0,7.0,0.0,1.0,,,1.0,,,0.0
1887,GaussianNB_BASE_LINE_VALUES,1.0,,,,,1.0,1.0,1.0,2016.0,,720.0,7.0,0.0,,,,,,,
3187,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2015.0,,720.0,8.0,0.0,,,,,,,
2124,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2013.0,,720.0,,0.0,,,,,,,
4127,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2014.0,,720.0,9.0,0.0,,,,,,,
4871,GaussianNB_BASE_LINE_VALUES,,0.0,,,,1.0,1.0,1.0,2014.0,,720.0,9.0,0.0,,,,,,,
2283,GaussianNB_BASE_LINE_VALUES,,0.0,,,,1.0,1.0,1.0,2014.0,,720.0,9.0,0.0,,,,,,,
1411,GaussianNB_BASE_LINE_VALUES,,,,,,,,,,,,,1.0,,,,,,,
2819,GaussianNB_BASE_LINE_VALUES,,,,,,,,,,,,,,,,,,,,
4219,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2014.0,,720.0,8.0,0.0,,,,,,,
3176,GaussianNB_BASE_LINE_VALUES,,,,,,,,,,,,,,,,,,,,
4498,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2014.0,,720.0,9.0,0.0,,,,,,,
3790,GaussianNB_BASE_LINE_VALUES,,,,,,,,,,,,,1.0,,,,,,,
4269,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2013.0,,720.0,9.0,0.0,,,,,,,
3746,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2012.0,,720.0,10.0,0.0,,,,,,,
4066,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2014.0,,720.0,8.0,0.0,,,,,,,
3886,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2015.0,,720.0,8.0,0.0,,,,,,,
2881,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2012.0,,720.0,10.0,0.0,,,,,,,
3929,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2014.0,,720.0,9.0,0.0,,,,,,,
1170,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2013.0,,720.0,10.0,0.0,,,,,,,
1503,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2013.0,,720.0,9.0,0.0,,,,,,,
2028,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2014.0,,720.0,8.0,0.0,,,,,,,
1409,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2013.0,,720.0,9.0,0.0,,,,,,,
1509,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2012.0,,720.0,,0.0,,,,,,,
2150,GaussianNB_BASE_LINE_VALUES,,,,,,,0.0,,,,,,,,,,,,,
3594,GaussianNB_BASE_LINE_VALUES,,,,,,,,,2019.0,,,,,,,,,,,
2094,GaussianNB_BASE_LINE_VALUES,,,,,,,,,,,,2.0,,,,,,,,
2587,GaussianNB_BASE_LINE_VALUES,1.0,,0.0,,,1.0,1.0,1.0,2015.0,,720.0,7.0,0.0,,,,,,,
332,GaussianNB_BASE_LINE_VALUES,0.0,1.0,,,,,,,2019.0,,67.0,,,,,,,1.0,,
506,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2013.0,,720.0,9.0,0.0,,,,,,,
4455,GaussianNB_BASE_LINE_VALUES,1.0,,0.0,,,1.0,1.0,1.0,2016.0,,202.0,8.0,0.0,,,,,,,
4393,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2014.0,,720.0,9.0,0.0,,,,,,,
1738,GaussianNB_BASE_LINE_VALUES,1.0,,,,,1.0,1.0,1.0,2016.0,,202.0,7.0,0.0,1.0,,1.0,1.0,,,
1819,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2011.0,,720.0,,0.0,,,,,,,
1912,GaussianNB_BASE_LINE_VALUES,0.0,1.0,,,,,,,2019.0,,,,,,,,,1.0,,
1553,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2012.0,,720.0,,0.0,,,,,,,
4612,GaussianNB_BASE_LINE_VALUES,1.0,,,,,1.0,1.0,1.0,2016.0,,202.0,1.0,0.0,1.0,,1.0,,,,
3691,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2014.0,,720.0,8.0,0.0,,,,,,,
3282,GaussianNB_BASE_LINE_VALUES,1.0,,,,,1.0,1.0,1.0,2015.0,0.0,202.0,7.0,0.0,1.0,,1.0,,,,
3939,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2014.0,,720.0,9.0,0.0,,,,,,,
1265,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2014.0,,720.0,10.0,0.0,,,,,,,
2077,GaussianNB_BASE_LINE_VALUES,,1.0,1.0,,,,,,2019.0,,,,,,,,,1.0,,1.0
1646,GaussianNB_BASE_LINE_VALUES,0.0,1.0,1.0,,,,,,,1.0,,,,,,,,1.0,,
2420,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2013.0,,720.0,10.0,0.0,,,,,,,
2502,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2013.0,,720.0,9.0,0.0,,,,,,,
2726,GaussianNB_BASE_LINE_VALUES,,,0.0,,,1.0,1.0,1.0,2015.0,0.0,720.0,8.0,0.0,,,,,,,
2643,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2013.0,,720.0,10.0,0.0,,,,,,,
3468,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2013.0,,720.0,9.0,0.0,,,,,,,
654,GaussianNB_BASE_LINE_VALUES,,1.0,,,,,,,2019.0,,,,,,,,,,,
1939,GaussianNB_BASE_LINE_VALUES,,1.0,,,,,,,2019.0,,,,,,,,,,,
3509,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2014.0,,720.0,9.0,0.0,,,,,,,
1475,GaussianNB_BASE_LINE_VALUES,1.0,,,,,1.0,1.0,1.0,2016.0,0.0,202.0,1.0,0.0,,,,1.0,,,
1023,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2014.0,,720.0,9.0,0.0,,,,,,,
1026,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2012.0,,720.0,10.0,0.0,,,,,,,
3497,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2016.0,,720.0,7.0,0.0,1.0,,,1.0,,,
719,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2015.0,,720.0,8.0,0.0,,,,,,,
1932,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2014.0,,720.0,10.0,0.0,,,,,,,
1924,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2013.0,,720.0,9.0,0.0,,,,,,,
3301,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2012.0,,720.0,,0.0,,,,,,,
4400,GaussianNB_BASE_LINE_VALUES,1.0,,,,,1.0,1.0,1.0,2016.0,0.0,202.0,7.0,0.0,1.0,,1.0,,,,
3232,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2014.0,,720.0,8.0,0.0,,,,,,,
4672,GaussianNB_BASE_LINE_VALUES,,,,,,,,,,,,,1.0,,,,,,,
492,GaussianNB_BASE_LINE_VALUES,,0.0,,,,,1.0,1.0,2014.0,,720.0,9.0,0.0,,,,,,,
4405,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2017.0,0.0,202.0,1.0,0.0,1.0,,1.0,,,,
2466,GaussianNB_BASE_LINE_VALUES,,0.0,,,,1.0,1.0,1.0,2014.0,,720.0,9.0,0.0,,,,,,,
850,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2015.0,,720.0,8.0,0.0,,,,,,,
4360,GaussianNB_BASE_LINE_VALUES,1.0,,0.0,,,1.0,1.0,1.0,2016.0,,720.0,7.0,0.0,1.0,,,,,,
3625,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2015.0,,720.0,8.0,0.0,,,,,,,
2660,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2013.0,,720.0,10.0,0.0,,,,,,,
1064,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2012.0,,720.0,10.0,0.0,,,,,,,
4557,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2013.0,,720.0,10.0,0.0,,,,,,,
574,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2013.0,,720.0,9.0,0.0,,,,,,,
4537,GaussianNB_BASE_LINE_VALUES,0.0,1.0,,,,,,,,1.0,67.0,2.0,,3.0,,,,,,1.0
20,GaussianNB_BASE_LINE_VALUES,,,,,,,,,,,67.0,,,,,,,,,
4633,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2012.0,,720.0,,0.0,,,,,,,
3458,GaussianNB_BASE_LINE_VALUES,,,,,,,,,,,,,1.0,,,,,,,
2789,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2013.0,,720.0,10.0,0.0,,,,,,,
376,GaussianNB_BASE_LINE_VALUES,1.0,,,,,1.0,1.0,1.0,2016.0,0.0,720.0,8.0,0.0,1.0,,,,,,
2606,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2014.0,,720.0,9.0,0.0,,,,,,,
3568,GaussianNB_BASE_LINE_VALUES,,,,,,,,,,,67.0,,,,,,,,,
4580,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2013.0,,720.0,10.0,0.0,,,,,,,
2229,GaussianNB_BASE_LINE_VALUES,,,,,,,,,,,,,,,,,,,,
466,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2014.0,,720.0,9.0,0.0,,,,,,,
4,GaussianNB_BASE_LINE_VALUES,1.0,,,,,1.0,1.0,1.0,2016.0,0.0,720.0,8.0,0.0,,,,1.0,,,
4213,GaussianNB_BASE_LINE_VALUES,1.0,,,,,1.0,1.0,1.0,2015.0,,720.0,8.0,0.0,,,,,,,
3513,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2012.0,,720.0,9.0,0.0,,,,,,,
3104,GaussianNB_BASE_LINE_VALUES,,0.0,,,,1.0,1.0,1.0,2014.0,,720.0,7.0,0.0,,,,,,,
2624,GaussianNB_BASE_LINE_VALUES,1.0,,,,,1.0,1.0,1.0,2017.0,,202.0,1.0,0.0,1.0,,1.0,,,,
2896,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2014.0,,720.0,9.0,0.0,,,,,,,
2678,GaussianNB_BASE_LINE_VALUES,1.0,,,,1.0,1.0,1.0,1.0,2014.0,0.0,202.0,7.0,0.0,2.0,,1.0,1.0,,1.0,
4061,GaussianNB_BASE_LINE_VALUES,1.0,,,,,1.0,1.0,1.0,2016.0,,202.0,1.0,0.0,1.0,,,1.0,,,
1223,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2014.0,,720.0,9.0,0.0,,,,,,,
4456,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2012.0,,720.0,10.0,0.0,,,,,,,
1217,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2012.0,,720.0,,0.0,,,,,,,
2576,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2012.0,,720.0,,0.0,,,,,,,
3590,GaussianNB_BASE_LINE_VALUES,1.0,,,,,1.0,1.0,1.0,2015.0,0.0,720.0,7.0,0.0,,,,,,,
1860,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2014.0,,720.0,8.0,0.0,,,,,,,
3134,GaussianNB_BASE_LINE_VALUES,,,,,,,,,,,,,,,,,,,,
1604,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2015.0,,720.0,8.0,0.0,,,,,,,
264,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2014.0,,720.0,9.0,0.0,,,,,,,
607,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2014.0,,720.0,9.0,0.0,,,,,,,
2752,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2015.0,,720.0,8.0,0.0,,,,,,,
2806,GaussianNB_BASE_LINE_VALUES,1.0,,,,,1.0,1.0,1.0,2016.0,,202.0,1.0,0.0,1.0,,,,,,
2895,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2013.0,,720.0,10.0,0.0,,,,,,,
3500,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2014.0,,720.0,8.0,0.0,,,,,,,
3487,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2014.0,,720.0,9.0,0.0,,,,,,,
4618,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2014.0,,720.0,9.0,0.0,,,,,,,
1583,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2014.0,,720.0,8.0,0.0,,,,,,,
3949,GaussianNB_BASE_LINE_VALUES,,0.0,,,,1.0,1.0,1.0,2014.0,,720.0,9.0,0.0,,,,,,,
2173,GaussianNB_BASE_LINE_VALUES,,,,,,1.0,1.0,1.0,2015.0,,720.0,8.0,0.0,,,,,,,
1385,GaussianNB_BASE_LINE_VALUES,1.0,,,,,1.0,1.0,1.0,2016.0,0.0,720.0,1.0,0.0,,,,1.0,,,
2569,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2014.0,,720.0,9.0,0.0,,,,,,,
4226,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2012.0,,720.0,,0.0,,,,,,,
2863,GaussianNB_BASE_LINE_VALUES,,,,,,,1.0,1.0,2012.0,,720.0,,0.0,,,,,,,
