index,classifier,ENC_HOMICIDIO,ENC_HURTO,ENC_FATRAPORTE_ARMAS_MUNICIONES,ENC_TRAFAPORTE_ESTUPEFACIENTES,ENC_CONCIERTO_DELINQUIR,ENC_FATRAPORTE_ARMAS_ACCESORIOS_MUNICIONES,ENC_ACTOS_SEXUALES_MENOR_14,ENC_ACC_CARNAL_14,ENC_ANNO_INGRESO,ENC_INTRAMUROS,ENC_MESES_CONDENA,ENC_RANGOS_EDAD_INPEC,ENC_GENERO,ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_CENTRAL,ENC_REGIONAL_OCCIDENTE,ENC_REGIONAL_NOROESTE,ENC_REGIONAL_NORTE,ENC_REGIONAL_ORIENTE,ENC_REGIONAL_VIEJO_CALDAS
1354,XGBClassifier_BASE_HYPER,,,,,,,,,,,,,,,,,,,,
4192,XGBClassifier_BASE_HYPER,,,,,,,,,,,,3.0,,,,,,,,
177,XGBClassifier_BASE_HYPER,,0.0,,,,,,,2011.0,,720.0,2.0,,,,,,,,
3293,XGBClassifier_BASE_HYPER,,1.0,,,,,,,,,,,,,,,,,,
2084,XGBClassifier_BASE_HYPER,,1.0,,,,1.0,,,2020.0,,36.0,4.0,,4.0,,,,1.0,,
20,XGBClassifier_BASE_HYPER,,,,,,,,,,,,,,,,,,,,
1411,XGBClassifier_BASE_HYPER,,1.0,,,,,,,,,,,,,,,,,,
2493,XGBClassifier_BASE_HYPER,,,1.0,,,,,,,,36.0,3.0,,,,,,,,
4296,XGBClassifier_BASE_HYPER,,,,,,,,,,,,3.0,,,,,,,,
2420,XGBClassifier_BASE_HYPER,,,,0.0,1.0,,1.0,,2016.0,0.0,67.0,2.0,0.0,6.0,,,1.0,,,0.0
3947,XGBClassifier_BASE_HYPER,,,,,,,,,,,,,,,,,,,,
1129,XGBClassifier_BASE_HYPER,,1.0,,,,,,,,,,,,,,,,,,
720,XGBClassifier_BASE_HYPER,,,,,,,,,,,,,,,,,,,,
3986,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,720.0,,,1.0,,,,,,
3616,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,,,36.0,,,,,,,,,
3063,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,,202.0,,,2.0,,,,,,
3944,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,1.0,1.0,,,0.0,,,2019.0,,67.0,,,3.0,,1.0,,,,
2927,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,202.0,2.0,,1.0,,,,,,
872,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,1.0,0.0,0.0,1.0,,1.0,,,2017.0,0.0,202.0,1.0,0.0,1.0,,,,,1.0,1.0
1217,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,720.0,,,1.0,,,,,,
4548,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2019.0,,,,,3.0,,,,,,
3636,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,1.0,0.0,,1.0,,1.0,,,2017.0,,202.0,,0.0,2.0,0.0,,1.0,,1.0,1.0
2549,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,720.0,1.0,,1.0,,,,,,
3611,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,,202.0,,,1.0,,,,,,
999,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,720.0,,,2.0,,,,,,
65,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,1.0,1.0,0.0,,,,,2019.0,,36.0,2.0,,4.0,1.0,1.0,,1.0,,0.0
2591,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2015.0,,720.0,,,,,,,,,
4914,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,0.0,202.0,,,1.0,,,,,,
2824,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2015.0,,720.0,,,,,,,,,
4624,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,720.0,,,1.0,,,,,,
194,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,,,,,,,,,,,,
2396,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,720.0,1.0,,1.0,,,,,,
4265,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,720.0,,,1.0,,,,,,
107,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,0.0,,,,,,,2016.0,,202.0,1.0,,3.0,,,,,,
395,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,,720.0,,,2.0,,,,,,
1424,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,0.0,202.0,2.0,,1.0,,,,,,
3914,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,1.0,0.0,,1.0,,1.0,,,2018.0,,202.0,,0.0,3.0,,,,,1.0,1.0
638,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,,202.0,,,2.0,,,,,,
1713,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,,202.0,2.0,,1.0,,,,,,
2049,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,720.0,1.0,,1.0,,,,,,
1961,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,,,,,,,,,,,,
4611,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,1.0,,,,,,,,,,3.0,,5.0,,,,,,
2256,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2019.0,,,,,,,,,,,
2881,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,720.0,,,,,,,,,
621,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,1.0,1.0,,2016.0,0.0,202.0,2.0,,2.0,0.0,,1.0,,1.0,
2902,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,202.0,1.0,,1.0,,,,,,
3420,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2015.0,,720.0,,,,,,,,,
2175,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,720.0,,,1.0,,,,,,
3298,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,1.0,,,,0.0,1.0,1.0,,2018.0,0.0,202.0,1.0,0.0,1.0,,,1.0,,,1.0
1011,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2015.0,,720.0,,,,,,,,,
1571,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,0.0,,1.0,,2016.0,0.0,202.0,2.0,,3.0,,0.0,1.0,,1.0,
318,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,,,,,,4.0,,,,,,
3205,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,,202.0,1.0,,1.0,,,,,,
3412,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,,202.0,,,1.0,,,,,,
2449,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2019.0,,,,,5.0,,,,,,
723,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,202.0,1.0,,,,,,,,
4076,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,202.0,1.0,,,,,,,,
2124,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2015.0,,720.0,,,,,,,,,
720,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2019.0,,,,,,,,,,,
4693,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,,,67.0,,,,,,,,,
4903,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,,,,,,,,,,,,
4685,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2019.0,,,,,,,,,,,
2943,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,202.0,1.0,,1.0,,,,,,
348,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2014.0,,720.0,,,,,,,,,
520,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,,202.0,2.0,,2.0,,,1.0,,,
4607,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,1.0,,,,,,,,2018.0,0.0,202.0,2.0,,1.0,,,1.0,,1.0,
4154,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,1.0,,,,,,,2019.0,,,3.0,,6.0,,,,,,
2190,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,,,,,,,,,,,,
3903,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,,202.0,1.0,,3.0,,,,,,
4772,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,,202.0,,,,,,,,,
1267,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,,,,,,,,,,,,
2088,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,720.0,,,1.0,,,,,,
943,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,720.0,,,2.0,,,,,,
4727,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,202.0,1.0,,2.0,,,,,,
1680,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,720.0,,,1.0,,,,,,
702,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,,202.0,2.0,,1.0,,,,,,
3846,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,202.0,,,2.0,,,,,,
2749,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,0.0,202.0,1.0,,2.0,,,,,,
4554,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,1.0,,,,,,,,,,6.0,,3.0,,,0.0,,,
549,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,0.0,202.0,,,3.0,,,1.0,,,
4292,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,1.0,0.0,1.0,1.0,,2015.0,,202.0,2.0,,3.0,,,1.0,,1.0,
2552,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,,202.0,1.0,,2.0,,,,,,
1915,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,0.0,202.0,1.0,,2.0,,,,,,
474,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,,202.0,,,1.0,,,,,,
767,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,202.0,1.0,,1.0,,,,,,
4568,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2019.0,,,,,,,,,,,
4758,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,,,67.0,,,,,,,,,
2538,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,0.0,202.0,,,2.0,,,1.0,,,
2838,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,720.0,1.0,,,,,,,,
3209,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,720.0,,,,,,,,,
434,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2015.0,,720.0,,,,,,,,,
2853,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,,,,,,3.0,,,,,,
3769,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,720.0,1.0,,,,,,,,
2079,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,720.0,,,2.0,,,,,,
3222,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,1.0,,,,,1.0,,,2017.0,0.0,202.0,,0.0,3.0,,,1.0,,,
3964,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,,202.0,,,1.0,,,,,,
1436,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,,,,8.0,,,,,,,,
2767,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,,202.0,,,1.0,,,,,,
1876,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,1.0,0.0,,1.0,,1.0,,,2017.0,,202.0,1.0,0.0,1.0,,,1.0,,,
3801,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,202.0,1.0,,1.0,,,,,,
3872,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,,202.0,,,3.0,,,,,,
4817,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,1.0,,,,,,,,1.0,,6.0,,3.0,,,0.0,,,
3574,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,0.0,202.0,1.0,,3.0,,,1.0,,,
4858,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,720.0,,,,,,,,,
1658,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,1.0,,,,,1.0,,,2017.0,,202.0,2.0,,3.0,,,1.0,,1.0,
5,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2015.0,,720.0,,,,,,,,,
1750,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,,720.0,,,2.0,,,,,,
4850,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2015.0,,720.0,,,,,,,,,
1382,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,720.0,,,,,,,,,
1588,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,1.0,,,,,1.0,1.0,,2018.0,0.0,720.0,2.0,0.0,2.0,,,1.0,,1.0,1.0
3824,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,,,67.0,,,,,,,,,
2249,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,0.0,,,,,,,2016.0,0.0,202.0,,,3.0,,,1.0,,,
4147,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2015.0,,720.0,,,,,,,,,
3406,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,720.0,,,,,,,,,
2193,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2019.0,,67.0,,,,,,,,,
1586,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,,,,,,,,,,,,
4660,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,720.0,,,1.0,,,,,,
788,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,1.0,,,1.0,,,,,1.0,,,,3.0,1.0,,,,,
4871,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,,720.0,2.0,,3.0,,,,,,
3843,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,202.0,2.0,,1.0,,,,,,
271,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2019.0,,,,,,,,,,,
4230,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,1.0,,,,0.0,1.0,,,2017.0,0.0,202.0,1.0,0.0,2.0,,,,,1.0,
2689,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,1.0,,,,0.0,1.0,,,2016.0,0.0,202.0,2.0,,2.0,0.0,,1.0,,1.0,
544,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,0.0,1.0,1.0,,2018.0,0.0,720.0,1.0,,3.0,,0.0,1.0,,1.0,1.0
4308,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,,,67.0,,,,,,,,,
523,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,,202.0,2.0,,1.0,,,,,,
3897,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,0.0,202.0,1.0,,2.0,,,1.0,,,
4043,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,720.0,,,1.0,,,,,,
1182,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,0.0,202.0,2.0,,2.0,0.0,,1.0,,1.0,
4730,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2015.0,,202.0,2.0,,3.0,,,,,,
4733,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,0.0,202.0,2.0,,2.0,,,,,,
1621,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,0.0,202.0,1.0,,2.0,,,1.0,,,
4163,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,1.0,,,,,,,,1.0,,6.0,,3.0,,,0.0,,,
4820,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,1.0,,2017.0,0.0,720.0,2.0,,3.0,,,,,,
2389,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,,720.0,,,2.0,,,,,,
243,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2019.0,,,,,4.0,,,,,,
1549,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,,202.0,,,,,,,,,
3651,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,0.0,202.0,1.0,,2.0,,,,,,
1426,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,0.0,202.0,,,3.0,,,1.0,,,
4815,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,0.0,,,,,,2017.0,0.0,720.0,2.0,0.0,3.0,,,1.0,,,
4351,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,,,,,,,,,,,,
2181,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,,202.0,,,1.0,,,,,,
4826,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,202.0,,,2.0,,,,,,
938,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2019.0,,,,,,,,,,,
4347,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2019.0,,,,,,,,,,,
784,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,0.0,202.0,2.0,,1.0,,,1.0,,,
2173,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,,202.0,1.0,,1.0,,,,,,
1408,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,202.0,1.0,,1.0,,,,,,
3927,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2019.0,,,,,,,,,,,
1501,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,202.0,1.0,,2.0,,,,,,
365,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,1.0,,,,0.0,1.0,,,2016.0,0.0,202.0,,0.0,3.0,0.0,,1.0,,1.0,
2482,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,720.0,2.0,,3.0,,,,,,
2819,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,1.0,1.0,,,,,,2019.0,,67.0,4.0,,,,,0.0,,,
234,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2019.0,,,3.0,,4.0,,,,,,
3992,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,,202.0,2.0,,1.0,,,,,,
4251,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,202.0,1.0,,1.0,,,,,,
1646,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2019.0,1.0,,4.0,,,,,,,,
2692,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,1.0,,,,,,,,67.0,,,4.0,,,,,,
504,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,720.0,,,,,,,,,
1137,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,720.0,1.0,,,,,,,,
3741,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,,202.0,1.0,,,,,,,,
28,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,720.0,,,1.0,,,,,,
407,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,,202.0,2.0,,2.0,,,,,,
4915,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2015.0,,720.0,,,,,,,,,
193,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,,202.0,,,3.0,,,,,,
2259,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,720.0,,,1.0,,,,,,
3845,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,0.0,,,1.0,1.0,1.0,2018.0,,202.0,2.0,,1.0,0.0,,1.0,,1.0,1.0
53,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,1.0,,2016.0,,202.0,2.0,,2.0,,,1.0,,,
4469,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,720.0,,,1.0,,,,,,
4119,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,1.0,0.0,,,,1.0,,,2018.0,,202.0,,0.0,2.0,,,1.0,,,
4542,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,,202.0,,,1.0,,,,,,
30,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,,,67.0,,,,,,,,,
4912,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,0.0,,1.0,,,,,,,,67.0,4.0,,5.0,,,,,,
3762,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2019.0,,,,,,,,,,,
1320,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,,202.0,2.0,,2.0,,,1.0,,,
4515,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2015.0,,720.0,,,1.0,,,,,,
4618,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,,202.0,,,1.0,,,,,,
4450,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2016.0,,720.0,2.0,,3.0,,,,,,
2548,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,1.0,0.0,,1.0,,1.0,,,2018.0,,202.0,1.0,,2.0,,,1.0,,1.0,
3037,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2015.0,,720.0,,,1.0,,,,,,
2958,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,,202.0,,,1.0,,,,,,
1754,QuadraticDiscriminantAnalysis_BAL_GAN_FAIR_HYPERPARAMETER,,,,,,,,,2017.0,0.0,202.0,2.0,,2.0,,,,,,
