atributo1,atributo2,valor1,valor2,proporcion,tipo
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_OCCIDENTE,7,0,0.8627450980392157,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_OCCIDENTE,8,0,0.8241758241758241,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_OCCIDENTE,9,0,0.8928571428571429,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_NOROESTE,1,0,0.8683602771362586,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_NOROESTE,2,0,0.882040125694948,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_NOROESTE,3,0,0.8635273324075243,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_NOROESTE,4,0,0.8512396694214877,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_NOROESTE,5,0,0.8664306404892179,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_NOROESTE,6,0,0.8290598290598291,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_NOROESTE,7,0,0.8823529411764706,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_NOROESTE,8,0,0.8846153846153846,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_NOROESTE,9,0,0.8571428571428571,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_NORTE,1,0,0.836027713625866,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_NORTE,2,0,0.8861493836113126,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_NORTE,3,0,0.8926903168791819,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_NORTE,4,0,0.9002564833285837,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_NORTE,5,0,0.8873511425812681,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_NORTE,6,0,0.8974358974358975,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_NORTE,7,0,0.8431372549019608,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_NORTE,8,0,0.8461538461538461,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_NORTE,9,0,0.8928571428571429,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_ORIENTE,1,0,0.8799076212471132,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_ORIENTE,2,0,0.9052453468697124,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_ORIENTE,3,0,0.9049362454235577,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_ORIENTE,4,0,0.9116557423767455,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_ORIENTE,5,0,0.9169616993884776,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_ORIENTE,6,0,0.8774928774928775,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_ORIENTE,7,0,0.8823529411764706,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_ORIENTE,8,0,0.945054945054945,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_ORIENTE,9,0,0.9285714285714286,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_VIEJO_CALDAS,1,0,0.8521939953810623,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_VIEJO_CALDAS,2,0,0.871404399323181,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_VIEJO_CALDAS,3,0,0.9022850650170433,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_VIEJO_CALDAS,4,0,0.8868623539469934,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_VIEJO_CALDAS,5,0,0.8908915352429997,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_VIEJO_CALDAS,6,0,0.9316239316239316,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_VIEJO_CALDAS,7,0,0.9117647058823529,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_VIEJO_CALDAS,8,0,0.9175824175824175,ALTO
ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_VIEJO_CALDAS,9,0,0.9642857142857143,ALTO
ENC_REGIONAL_CENTRAL,ENC_REGIONAL_OCCIDENTE,0,0,0.6960157790927022,ALTO
ENC_REGIONAL_CENTRAL,ENC_REGIONAL_OCCIDENTE,1,0,1.0,ALTO
ENC_REGIONAL_CENTRAL,ENC_REGIONAL_NOROESTE,0,0,0.790138067061144,ALTO
ENC_REGIONAL_CENTRAL,ENC_REGIONAL_NOROESTE,1,0,1.0,ALTO
ENC_REGIONAL_CENTRAL,ENC_REGIONAL_NORTE,0,0,0.8284023668639053,ALTO
ENC_REGIONAL_CENTRAL,ENC_REGIONAL_NORTE,1,0,1.0,ALTO
ENC_REGIONAL_CENTRAL,ENC_REGIONAL_ORIENTE,0,0,0.8554635108481262,ALTO
ENC_REGIONAL_CENTRAL,ENC_REGIONAL_ORIENTE,1,0,1.0,ALTO
ENC_REGIONAL_CENTRAL,ENC_REGIONAL_VIEJO_CALDAS,0,0,0.8299802761341223,ALTO
ENC_REGIONAL_CENTRAL,ENC_REGIONAL_VIEJO_CALDAS,1,0,1.0,ALTO
ENC_REGIONAL_OCCIDENTE,ENC_REGIONAL_NOROESTE,0,0,0.8328830809825972,ALTO
ENC_REGIONAL_OCCIDENTE,ENC_REGIONAL_NOROESTE,1,0,1.0,ALTO
ENC_REGIONAL_OCCIDENTE,ENC_REGIONAL_NORTE,0,0,0.8633536470440409,ALTO
ENC_REGIONAL_OCCIDENTE,ENC_REGIONAL_NORTE,1,0,1.0,ALTO
ENC_REGIONAL_OCCIDENTE,ENC_REGIONAL_ORIENTE,0,0,0.8849029339699692,ALTO
ENC_REGIONAL_OCCIDENTE,ENC_REGIONAL_ORIENTE,1,0,1.0,ALTO
ENC_REGIONAL_OCCIDENTE,ENC_REGIONAL_VIEJO_CALDAS,0,0,0.8646101652321417,ALTO
ENC_REGIONAL_OCCIDENTE,ENC_REGIONAL_VIEJO_CALDAS,1,0,1.0,ALTO
ENC_REGIONAL_NOROESTE,ENC_REGIONAL_NORTE,0,0,0.8728813559322034,ALTO
ENC_REGIONAL_NOROESTE,ENC_REGIONAL_NORTE,1,0,1.0,ALTO
ENC_REGIONAL_NOROESTE,ENC_REGIONAL_ORIENTE,0,0,0.892928112215079,ALTO
ENC_REGIONAL_NOROESTE,ENC_REGIONAL_ORIENTE,1,0,1.0,ALTO
ENC_REGIONAL_NOROESTE,ENC_REGIONAL_VIEJO_CALDAS,0,0,0.8740502630040912,ALTO
ENC_REGIONAL_NOROESTE,ENC_REGIONAL_VIEJO_CALDAS,1,0,1.0,ALTO
ENC_REGIONAL_NORTE,ENC_REGIONAL_ORIENTE,0,0,0.8958795112247797,ALTO
ENC_REGIONAL_NORTE,ENC_REGIONAL_ORIENTE,1,0,1.0,ALTO
ENC_REGIONAL_NORTE,ENC_REGIONAL_VIEJO_CALDAS,0,0,0.8775220233020744,ALTO
ENC_REGIONAL_NORTE,ENC_REGIONAL_VIEJO_CALDAS,1,0,1.0,ALTO
ENC_REGIONAL_ORIENTE,ENC_REGIONAL_VIEJO_CALDAS,0,0,0.8798639759170476,ALTO
ENC_REGIONAL_ORIENTE,ENC_REGIONAL_VIEJO_CALDAS,1,0,1.0,ALTO
ENC_GENERO,ENC_REINCIDENTE,0,0,0.8033519553072626,ALTO
ENC_GENERO,ENC_REINCIDENTE,1,0,0.7092880978865406,ALTO
