index,classifier,POS_CON_ENC,BEN_TRV_ENC,BEN_FA_ENC,BEN_FPT_ENC,BEN_PDT_ENC,POS_SPU_ENC,REG_SAL_ENC,SEXO_ENC,NIV_EDU_ENC,POS_SSO_ENC,GRUPO_ETAR_ENC_Entre 18 y 25 años,GRUPO_ETAR_ENC_Entre 26 y 40 años,GRUPO_ETAR_ENC_Entre 41 y 60 años,GRUPO_ETAR_ENC_Mayor de 60 años,EX_GRUPO_ENC_AUC,EX_GRUPO_ENC_ELN,EX_GRUPO_ENC_EPL,EX_GRUPO_ENC_ERG,EX_GRUPO_ENC_ERP,EX_GRUPO_ENC_FARC,TIP_VIV_ENC_Apartamento,TIP_VIV_ENC_Casa,TIP_VIV_ENC_Casa_Lote,TIP_VIV_ENC_Finca,TIP_VIV_ENC_Habitacion,TIP_VIV_ENC_Otro,TIP_VIV_ENC_Rancho,TIP_VIV_ENC_Vivienda indigena,REG_VIV_ENC_Familiar,REG_VIV_ENC_No_Registra,REG_VIV_ENC_Otra_forma,REG_VIV_ENC_Sana_posesión_título,REG_VIV_ENC_arriendo_subarriendo,REG_VIV_ENC_usufructo,OCU_ECO_ENC_Desocupados,OCU_ECO_ENC_Ocupados_Informal,DEP_RES_ENC,MUN_RES_ENC,NUM_HIJOS_NOR,AÑO_ING_NOR
1086,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2119992512167727,,,
1590,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,0.0,,,,,,,1.0,,,,,,0.0472201422688131,,4.0,
1007,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
3074,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3272,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3317,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2629,LogisticRegressionCV_BASE_LINE_VALUES,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
1358,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2276,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,LogisticRegressionCV_BASE_LINE_VALUES,,1.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,1.0,1.0,0.0,,,,
3464,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.0472201422688131,,,
2485,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4085,LogisticRegressionCV_BASE_LINE_VALUES,0.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,0.0,,1.0,,,1.0,,1.0,,,,,1.0,1.0,0.0,,0.037298764507675,,
3250,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230,LogisticRegressionCV_BASE_LINE_VALUES,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,0.0,,1.0,,,1.0,,1.0,,,,,1.0,,,0.2119992512167727,,0.0,
3697,LogisticRegressionCV_BASE_LINE_VALUES,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,0.2119992512167727,,,
2507,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3292,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
282,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2119992512167727,,,
245,LogisticRegressionCV_BASE_LINE_VALUES,,1.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,1.0,1.0,0.0,,,,
1026,LogisticRegressionCV_BASE_LINE_VALUES,,1.0,,,,1.0,0.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
3143,LogisticRegressionCV_BASE_LINE_VALUES,0.0,1.0,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,1.0,0.0,,,,
3088,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
514,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2658,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4244,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3764,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,LogisticRegressionCV_BASE_LINE_VALUES,0.0,,,,,,0.0,,2.0,,,1.0,,,,,,,,,,0.0,,1.0,,,1.0,,1.0,,,,,1.0,1.0,0.0,0.0472201422688131,0.037298764507675,0.0,
3629,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,LogisticRegressionCV_BASE_LINE_VALUES,,1.0,,,,,0.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
2030,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,0.0,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,0.0472201422688131,,3.0,
15,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2235,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3586,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4142,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3337,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3832,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,LogisticRegressionCV_BASE_LINE_VALUES,,1.0,,,,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,LogisticRegressionCV_BASE_LINE_VALUES,1.0,,,,,0.0,1.0,0.0,4.0,,,,0.0,1.0,0.0,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,0.0472201422688131,0.0211063272182703,2.0,
3706,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3727,LogisticRegressionCV_BASE_LINE_VALUES,1.0,,,,,0.0,1.0,0.0,,,,,0.0,1.0,0.0,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,,,,,1.0,,0.0,,,,0.0472201422688131,,1.0,
852,LogisticRegressionCV_BASE_LINE_VALUES,,1.0,,,,,0.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,
1873,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4010,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4238,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
4120,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,1.0,0.0,,,,,0.0,1.0,0.0,1.0,,,,1.0,,1.0,1.0,0.0,1.0,1.0,,,,,1.0,,0.0,,,,0.0472201422688131,0.0021527517783601,2.0,
675,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,LogisticRegressionCV_BASE_LINE_VALUES,,1.0,,,,,0.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,
4112,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
3831,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2119992512167727,,,
306,LogisticRegressionCV_BASE_LINE_VALUES,0.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,1.0,0.0,,,0.0,
216,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,LogisticRegressionCV_BASE_LINE_VALUES,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,
3654,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3714,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
1192,LogisticRegressionCV_BASE_LINE_VALUES,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
167,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3637,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,RidgeClassifierCV_BASE_HYPER,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,
2705,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3216,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2610,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3816,RidgeClassifierCV_BASE_HYPER,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,
1434,RidgeClassifierCV_BASE_HYPER,,1.0,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636,RidgeClassifierCV_BASE_HYPER,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
387,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458,RidgeClassifierCV_BASE_HYPER,,1.0,,,,,0.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,
3047,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,RidgeClassifierCV_BASE_HYPER,,1.0,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,0.0,,,,2015.0
216,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3271,RidgeClassifierCV_BASE_HYPER,,1.0,,,,,0.0,,2.0,1.0,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,1.0,,,,,,2014.0
3500,RidgeClassifierCV_BASE_HYPER,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,
1858,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3810,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3253,RidgeClassifierCV_BASE_HYPER,,,,,1.0,0.0,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,0.0,,0.0472201422688131,,3.0,
1190,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3317,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4120,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4085,RidgeClassifierCV_BASE_HYPER,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,0.0818513665293897,,
1358,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3677,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,RidgeClassifierCV_BASE_HYPER,1.0,,,,1.0,0.0,1.0,0.0,4.0,,,,0.0,1.0,0.0,1.0,,,,1.0,,1.0,1.0,,,1.0,,,,,1.0,,0.0,,,,0.0472201422688131,,1.0,2006.0
448,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,RidgeClassifierCV_BASE_HYPER,,1.0,,,,,0.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,
4086,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3692,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3689,RidgeClassifierCV_BASE_HYPER,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3820,RidgeClassifierCV_BASE_HYPER,,,,,1.0,0.0,1.0,0.0,4.0,,,,0.0,1.0,0.0,1.0,,,,1.0,,,1.0,,1.0,1.0,,,,,1.0,,0.0,,0.0,1.0,0.0472201422688131,,3.0,
613,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4142,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2607,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3123,RidgeClassifierCV_BASE_HYPER,,1.0,,,,,,,2.0,1.0,,,1.0,,,,,,,,0.0,,,1.0,,,,,1.0,,,,1.0,1.0,1.0,0.0,,,,2010.0
4112,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245,RidgeClassifierCV_BASE_HYPER,,1.0,,,,,,,2.0,1.0,,,1.0,,,,,,,,0.0,,,1.0,,,,,1.0,,,,1.0,1.0,1.0,0.0,,,,2010.0
596,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474,RidgeClassifierCV_BASE_HYPER,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.0,
3984,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4240,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049,RidgeClassifierCV_BASE_HYPER,,1.0,,,,,0.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,
228,RidgeClassifierCV_BASE_HYPER,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3250,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2204,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792,RidgeClassifierCV_BASE_HYPER,,,,,1.0,0.0,1.0,0.0,4.0,,,,0.0,1.0,0.0,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,,,,,1.0,,0.0,,,,0.0472201422688131,0.0211063272182703,2.0,
527,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,RidgeClassifierCV_BASE_HYPER,,1.0,,,,,0.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
1007,RidgeClassifierCV_BASE_HYPER,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3586,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3740,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4235,RidgeClassifierCV_BASE_HYPER,,1.0,,,,,0.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,
2230,RidgeClassifierCV_BASE_HYPER,,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,0.0,,1.0,,,,,1.0,,,,,1.0,,,0.2119992512167727,,0.0,2010.0
3298,RidgeClassifierCV_BASE_HYPER,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,RidgeClassifierCV_BASE_HYPER,,1.0,,,,1.0,0.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,
889,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3456,RidgeClassifierCV_BASE_HYPER,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,XGBClassifier_BASE_HYPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0861100711344066,,,
3409,XGBClassifier_BASE_HYPER,,,,,,,,,2.0,,,,1.0,,,,,,,,0.0,,,1.0,1.0,,,,,,,,,0.0,,0.0,0.0419786596780232,0.037298764507675,,2005.0
1257,XGBClassifier_BASE_HYPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3352,XGBClassifier_BASE_HYPER,,,,,1.0,,1.0,0.0,,,,,,1.0,0.0,1.0,,,,,,0.0,1.0,,1.0,,,,,,1.0,,1.0,,,,0.0472201422688131,0.0211063272182703,2.0,2006.0
2818,XGBClassifier_BASE_HYPER,,,,,1.0,,,0.0,3.0,1.0,,,,1.0,0.0,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,0.0,,,,1.0,,0.0,,,,0.0472201422688131,0.0211063272182703,2.0,2010.0
1530,XGBClassifier_BASE_HYPER,,,,,,,1.0,0.0,,,,,,1.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,0.0472201422688131,0.0109041557469112,,2011.0
1047,XGBClassifier_BASE_HYPER,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,0.2119992512167727,0.0211063272182703,1.0,2011.0
579,XGBClassifier_BASE_HYPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,XGBClassifier_BASE_HYPER,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.2119992512167727,0.0005147884687383,,2014.0
387,XGBClassifier_BASE_HYPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0419786596780232,,,
3563,XGBClassifier_BASE_HYPER,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.0283601647323099,0.0021527517783601,,2007.0
2301,XGBClassifier_BASE_HYPER,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0472201422688131,0.0021527517783601,,
117,XGBClassifier_BASE_HYPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,XGBClassifier_BASE_HYPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738,XGBClassifier_BASE_HYPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0419786596780232,,,
3113,XGBClassifier_BASE_HYPER,,,,,,,1.0,,4.0,1.0,,,,1.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,0.0472201422688131,0.0109041557469112,,2014.0
2003,XGBClassifier_BASE_HYPER,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.2119992512167727,,,2014.0
3063,XGBClassifier_BASE_HYPER,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,0.0419786596780232,0.0005147884687383,,2011.0
823,XGBClassifier_BASE_HYPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0419786596780232,,,
490,XGBClassifier_BASE_HYPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2119992512167727,,,2015.0
3016,XGBClassifier_BASE_HYPER,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,0.2119992512167727,0.0005147884687383,,2014.0
705,XGBClassifier_BASE_HYPER,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1066,XGBClassifier_BASE_HYPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,XGBClassifier_BASE_HYPER,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
125,XGBClassifier_BASE_HYPER,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,0.0,0.2119992512167727,0.0021527517783601,,2007.0
3001,XGBClassifier_BASE_HYPER,,,,,1.0,0.0,1.0,,,1.0,,,,,0.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,0.0472201422688131,0.0211063272182703,,2010.0
