sample_index,classifier,POS_CON_ENC,BEN_TRV_ENC,BEN_FA_ENC,BEN_FPT_ENC,BEN_PDT_ENC,POS_SPU_ENC,REG_SAL_ENC,SEXO_ENC,NIV_EDU_ENC,POS_SSO_ENC,GRUPO_ETAR_ENC_Entre 18 y 25 años,GRUPO_ETAR_ENC_Entre 26 y 40 años,GRUPO_ETAR_ENC_Entre 41 y 60 años,GRUPO_ETAR_ENC_Mayor de 60 años,EX_GRUPO_ENC_AUC,EX_GRUPO_ENC_ELN,EX_GRUPO_ENC_EPL,EX_GRUPO_ENC_ERG,EX_GRUPO_ENC_ERP,EX_GRUPO_ENC_FARC,TIP_VIV_ENC_Apartamento,TIP_VIV_ENC_Casa,TIP_VIV_ENC_Casa_Lote,TIP_VIV_ENC_Finca,TIP_VIV_ENC_Habitacion,TIP_VIV_ENC_Otro,TIP_VIV_ENC_Rancho,TIP_VIV_ENC_Vivienda indigena,REG_VIV_ENC_Familiar,REG_VIV_ENC_No_Registra,REG_VIV_ENC_Otra_forma,REG_VIV_ENC_Sana_posesión_título,REG_VIV_ENC_arriendo_subarriendo,REG_VIV_ENC_usufructo,OCU_ECO_ENC_Desocupados,OCU_ECO_ENC_Ocupados_Informal,DEP_RES_ENC,MUN_RES_ENC,NUM_HIJOS_NOR,AÑO_ING_NOR,POS_CON_ENC_CON,BEN_TRV_ENC_CON,BEN_FA_ENC_CON,BEN_FPT_ENC_CON,BEN_PDT_ENC_CON,POS_SPU_ENC_CON,REG_SAL_ENC_CON,SEXO_ENC_CON,NIV_EDU_ENC_CON,POS_SSO_ENC_CON,GRUPO_ETAR_ENC_Entre 18 y 25 años_CON,GRUPO_ETAR_ENC_Entre 26 y 40 años_CON,GRUPO_ETAR_ENC_Entre 41 y 60 años_CON,GRUPO_ETAR_ENC_Mayor de 60 años_CON,EX_GRUPO_ENC_AUC_CON,EX_GRUPO_ENC_ELN_CON,EX_GRUPO_ENC_EPL_CON,EX_GRUPO_ENC_ERG_CON,EX_GRUPO_ENC_ERP_CON,EX_GRUPO_ENC_FARC_CON,TIP_VIV_ENC_Apartamento_CON,TIP_VIV_ENC_Casa_CON,TIP_VIV_ENC_Casa_Lote_CON,TIP_VIV_ENC_Finca_CON,TIP_VIV_ENC_Habitacion_CON,TIP_VIV_ENC_Otro_CON,TIP_VIV_ENC_Rancho_CON,TIP_VIV_ENC_Vivienda indigena_CON,REG_VIV_ENC_Familiar_CON,REG_VIV_ENC_No_Registra_CON,REG_VIV_ENC_Otra_forma_CON,REG_VIV_ENC_Sana_posesión_título_CON,REG_VIV_ENC_arriendo_subarriendo_CON,REG_VIV_ENC_usufructo_CON,OCU_ECO_ENC_Desocupados_CON,OCU_ECO_ENC_Ocupados_Informal_CON,DEP_RES_ENC_CON,MUN_RES_ENC_CON,NUM_HIJOS_NOR_CON,AÑO_ING_NOR_CON,distance
3490,GradientBoostingClassifier_BASE_LINE_VALUES,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0472201422688131,0.0039311119430924,1.0,2005.0,0.6736831138506656,0.6830372763543692,0.9197943126764513,0.0,0.5041499408745168,0.08523038661146709,0.7518423862893048,0.16917852922966858,1.700962033729508,1.3443722449975555,0.5943012005119479,0.9098786603540009,0.2422050753723639,0.5113591019428098,0.06252148430282023,0.7835682849662859,0.0,0.0,0.8692185379935335,0.767749118687357,0.904791269869182,0.424943968104854,0.14988610600822283,0.6817261586127097,0.16516320302390242,0.7984554025287347,0.5893705354309374,0.019792872389455485,0.9802319049520025,0.0,0.443586544997706,0.0,0.36430149984002913,0.6798497996628532,0.6931499047367954,0.9292186374922484,0.16831005057202597,0.08306607380397002,4.415160588750033,2008.0170702658852,28.04876033186928
3490,GradientBoostingClassifier_BASE_LINE_VALUES,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0472201422688131,0.0039311119430924,1.0,2005.0,0.49184137919526083,0.7683493241327878,0.7863818840762393,0.0,0.9095309416245743,0.3604989314172301,0.2999652837396293,0.6987713681582456,3.9287154094338512,2.1819278414737466,0.7426587132214748,0.11285083686274977,0.3622768774257622,0.04742558466747404,0.26930127169859486,0.9275423422898508,0.0,0.0,0.5789927689506198,0.863681756142337,0.3688669752503111,0.25564297623336174,0.1482573968381825,0.21475089715561246,0.7865701623303601,0.8882599610252292,0.1610873253966273,0.026809118133425458,0.4184851008363343,0.0,0.1463594068545735,0.0,0.11108062414532638,0.2684212314276778,0.5140604121510863,0.16088987952311262,0.16621832017700597,0.00904795609074483,7.906411501188722,2012.969004944777,31.640427171940775
3012,GradientBoostingClassifier_BASE_LINE_VALUES,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0288281542493448,0.0005147884687383,2.0,2014.0,0.006776453992480391,0.705408770965569,0.4707123163292738,0.0,0.2650340382285943,0.7529274304280105,0.3700240406278138,0.19661325780344863,2.8717054478121216,1.1188054543390744,0.4064348905099664,0.19495522498888673,0.7837220987542614,0.9068633634800584,0.5067957115108025,0.21775842660418132,0.0,0.0,0.8491764291811658,0.7451788402344394,0.6281690890019103,0.8708277448082787,0.9336764700336738,0.0012418624413588208,0.697645507722103,0.7860992970131945,0.3350743964928703,0.39234899297679593,0.03738910672224505,0.0,0.48408109293432255,0.0,0.41636166912690875,0.7787962500190488,0.7842155796770747,0.01576396847210393,0.15855182156173842,0.05234381696400474,3.277260283253824,2007.7844444526327,27.45548869763491
3012,GradientBoostingClassifier_BASE_LINE_VALUES,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0288281542493448,0.0005147884687383,2.0,2014.0,0.8454208496829699,0.7902102130118025,0.8080380229382047,0.0,0.6540124902746896,0.4227539482389814,0.3143257061577769,0.031125029235100077,2.663450427652404,1.7017597282757073,0.24701051726359002,0.3050536120305277,0.641381523330693,0.027213855060491565,0.5169473951054544,0.843512036429074,0.0,0.0,0.39280220947445266,0.6154217598661074,0.07883534140009207,0.28584390221203493,0.11416646431905675,0.7218938715135429,0.18910517536832905,0.7411803506451384,0.6151100088016865,0.3598435246514875,0.14527046325375859,0.0,0.0698038972208479,0.0,0.6878937905797962,0.831408473291425,0.6461012438790443,0.621359658703121,0.11472298301894973,0.0009804798823032624,4.77502614494308,2016.3644234214098,23.246936434330255
3012,GradientBoostingClassifier_BASE_LINE_VALUES,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0288281542493448,0.0005147884687383,2.0,2014.0,0.13835958030756923,0.27756569799626996,0.9521075536776814,0.0,0.6369476631142685,0.23508528063421874,0.4207884157385434,0.9688982034130926,1.0917549943949598,2.509332521182987,0.5178366310451382,0.07883482955991661,0.9890381324355565,0.6378762209038231,0.5531797363441762,0.18184054255645588,0.0,0.0,0.6495781128326528,0.7724102595273318,0.40906450125954474,0.5315175533231531,0.21807445248558577,0.9052570444132745,0.6837355793051026,0.8217658795787505,0.41954220950668897,0.5459018148442996,0.5700964338846035,0.0,0.41419202110523146,0.0,0.47528389150664585,0.946793874536655,0.945443640986249,0.019411034821068762,0.05398939126324696,0.007459599712032688,7.907845221100685,2009.1735054373632,31.392961312468422
2882,GradientBoostingClassifier_BASE_LINE_VALUES,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0419786596780232,0.0211063272182703,0.0,2006.0,0.5868186215756279,0.972422497362719,0.05101315432246001,0.0,0.2600491364538735,0.15165521651294478,0.6435233647952912,0.5454232688505416,3.272539097104545,1.4402314637436282,0.5289926724734817,0.15945482557176716,0.09059934262432079,0.23614816828427265,0.5609633366473797,0.8629511894145259,0.0,0.0,0.2500090263236444,0.2939925656696907,0.44789254661544176,0.1615095308384037,0.6268631421990938,0.7203771591150305,0.007341797581234877,0.5332628744482443,0.8541318603139076,0.7245717879820269,0.5708669157534035,0.0,0.21171736680230557,0.0,0.016953061726126317,0.5324089012450597,0.6265118553501808,0.8670829187520901,0.0430895009959042,0.07983447365735805,2.627308741076213,2016.4069654198402,28.673829365924092
2882,GradientBoostingClassifier_BASE_LINE_VALUES,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0419786596780232,0.0211063272182703,0.0,2006.0,0.4855079449452463,0.03243691339779198,0.16215551759201197,0.0,0.9503956495603688,0.6000867264354385,0.3294732858903263,0.7973820023424951,1.1978990430434522,1.0013407922801776,0.041199365737961124,0.2949876518690179,0.05405272852264298,0.4906397993926779,0.569051762450645,0.21545687515322087,0.0,0.0,0.7596575663952735,0.9722281836900478,0.6573790336552862,0.8307714344087409,0.14081061064281475,0.9697795366273502,0.8151965340003974,0.14151401663540097,0.46849879734557076,0.04781936692720534,0.22386076651450193,0.0,0.5863494492268646,0.0,0.9975974887747275,0.2784036849533478,0.35032393234389925,0.7011650533912673,0.11893119549237732,0.05851586394262071,0.1677298822037292,2014.211273422616,27.137707316938343
2882,GradientBoostingClassifier_BASE_LINE_VALUES,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0419786596780232,0.0211063272182703,0.0,2006.0,0.1051630909919995,0.18156877677061956,0.6351735732535618,0.0,0.1016720623454197,0.7869834257010557,0.1827612358960894,0.6435476105339177,2.9032080183410773,2.373455149054195,0.3331729063963301,0.45801902118117754,0.5067138286079355,0.45077762787029696,0.2233577090671668,0.1281499903935287,0.0,0.0,0.7170556733691439,0.3218499763069771,0.7649752235463178,0.13421961924683445,0.660678627376579,0.6625210144307339,0.1064168600471983,0.21009423724327947,0.8697293967015431,0.37286501292289553,0.5511995698592088,0.0,0.13979189930204305,0.0,0.4607677758848395,0.779779231544054,0.9319379878284736,0.36413466003131023,0.04888551387096795,0.052999752274991416,2.753053488252074,2003.1909795781326,21.440260856769825
2882,GradientBoostingClassifier_BASE_LINE_VALUES,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0419786596780232,0.0211063272182703,0.0,2006.0,0.23533433592748942,0.19913072667358944,0.5492111319419155,0.0,0.8051547044818829,0.5666446172442592,0.413501666410502,0.7901476948679782,1.2085222716770283,1.2035558074943256,0.8606297301371169,0.6670360477461101,0.12184013279150274,0.4553943972226554,0.656092225064478,0.5813005183776436,0.0,0.0,0.5610338001943741,0.4096465002684079,0.28419983946357363,0.6171723548948779,0.19369796320099342,0.9583611990385923,0.8141464758091109,0.6950254946932634,0.5533012009775334,0.7154650390928868,0.6751263372318893,0.0,0.9646787529968671,0.0,0.9074843145442716,0.2822246223682371,0.6508094895515409,0.3506184697074948,0.20231843662073554,0.04986740350523414,5.150346080153963,2013.9926866663427,34.99127097126589
2882,GradientBoostingClassifier_BASE_LINE_VALUES,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0419786596780232,0.0211063272182703,0.0,2006.0,0.9767136828523681,0.4988214811510393,0.9870625402916988,0.0,0.7344943593916915,0.9370934100593339,0.05129078795982822,0.3721789789212441,2.519462204864042,2.713040292420951,0.8595397596393268,0.4094250059864897,0.7718175773778244,0.029131970616532166,0.9767432497120482,0.2922173878315937,0.0,0.0,0.6273075901698425,0.05471006573749204,0.020421363512872492,0.4762619965602225,0.8375174684553757,0.3889197085257703,0.5637599486528565,0.539326862404268,0.6948010202388808,0.12298352946704971,0.843451352349014,0.0,0.7021077832488621,0.0,0.6000057560515175,0.9836757954035076,0.06907757633751499,0.6359375481448749,0.18136013135261625,0.014044781950394249,3.213506929529683,2003.9070644332169,21.741366704862127
