id,algorithm,stage,intervention,process,accuracy,recall,selection_rate,sensitivity,specificity,precision,num_positives,error_rate,error_rate_difference,error_rate_ratio,false_discovery_rate,false_discovery_rate_difference,false_discovery_rate_ratio,false_negative_rate,false_negative_rate_difference,false_negative_rate_ratio,false_omission_rate,false_omission_rate_difference,false_omission_rate_ratio,false_positive_rate,false_positive_rate_difference,false_positive_rate_ratio,generalized_entropy_index,generalized_false_negative_rate,generalized_false_positive_rate,generalized_true_negative_rate,generalized_true_positive_rate,negative_predictive_value,num_false_negatives,num_false_positives,num_generalized_false_negatives,num_generalized_false_positives,num_generalized_true_negatives,num_pred_negatives,num_pred_positives,num_true_negatives,num_true_positives,positive_predictive_value,average_abs_odds_difference,average_odds_difference,between_all_groups_coefficient_of_variation,between_all_groups_generalized_entropy_index,between_all_groups_theil_index,between_group_coefficient_of_variation,between_group_generalized_entropy_index,between_group_theil_index,coefficient_of_variation,differential_fairness_bias_amplification,disparate_impact,equal_opportunity_difference,equalized_odds_difference,average_predictive_value_difference,statistical_parity_difference,theil_index,true_negative_rate,true_positive_rate,true_positive_rate_difference,base_rate,consistency,num_negatives,mean_difference,smoothed_empirical_differential_fairness,f1_score,matthews_corrcoef,zero_one_loss,roc_auc_score,balanced_accuracy,fair_utility,log_likelihood,disparate_mistreatment,h_mean_fairness,h_mean_performance,h_mean_mixed,Total_real_time,Total_CPU_usage (%),Total_GPU_usage (%),Total_CPU_time (s),Total_GPU_time (s),Energy_consumption (Ws),CO2_emissions (gCO2e),equal_opportunity_difference_abs
ce778982-236b-4a5b-81f1-7f51239624ea,XGBClassifier,PREPROCESSING,REWEIGHTER,REWEIGHTER,0.872722309,0.605533371,0.177779294,0.605533371,0.956759666,0.814971209,3506,0.127277691,-0.098688838,0.398391157,0.185028791,0.292156863,2.752941176,0.394466629,-0.053758015,0.864457991,0.114790837,-0.13595537,0.167241827,0.043240334,-0.012415477,0.778451874,0.070104679,0.394466629,0.043240334,0.956759666,0.605533371,0.885209163,1383,482,1383,482,10665,12048,2605,10665,2123,0.814971209,0.033086746,0.020671269,0.035059186,0.000614573,0.000609126,0.733826263,0.269250492,0.430226505,0.374445402,-0.515712092,0.384015092,0.053758015,0.053758015,-0.214056117,-0.141437207,0.112049676,0.956759666,0.605533371,0.053758015,0.239268409,[0.7590664],11147,-0.244501748,1.468094572,0.694812633,0.627460396,0.127277691,0.781146519,0.781146519,0.764999229,-273740463.2,-0.041342539,0.946241985,0.647108131,0.647099094,30.77620149,51.8,0,1271.719401,0,5298.830838,0.457760108,0.043592978
ce778982-236b-4a5b-81f1-7f51239624ea,GradientBoostingClassifier,PREPROCESSING,REWEIGHTER,REWEIGHTER,0.864055142,0.548488306,0.159148297,0.548488306,0.963308514,0.824614065,3506,0.135944858,-0.113818139,0.353522021,0.175385935,0.270676692,2.714285714,0.451511694,-0.023967203,0.947038328,0.128479831,-0.147218967,0.185627762,0.036691486,-0.014110816,0.70397633,0.076535594,0.451511694,0.036691486,0.963308514,0.548488306,0.871520169,1583,409,1583,409,10738,12321,2332,10738,1923,0.824614065,0.019039009,0.004928194,0.041354402,0.000855093,0.000848257,0.734084981,0.269440379,0.430344658,0.39124313,-0.430514139,0.352221573,0.023967203,0.023967203,-0.208947829,-0.1335462,0.125577193,0.963308514,0.548488306,0.023967203,0.239268409,[0.7590664],11147,-0.244501748,1.468094572,0.658787256,0.596891353,0.135944858,0.75589841,0.75589841,0.752173196,-194490050.3,-0.009856387,0.976032797,0.598599222,0.721036406,,,,,,,,0.056701356
ce778982-236b-4a5b-81f1-7f51239624ea,AdaBoostClassifier,PREPROCESSING,REWEIGHTER,REWEIGHTER,0.85620692,0.537079293,0.161536887,0.537079293,0.956580246,0.795521757,3506,0.14379308,-0.112973716,0.380883812,0.204478243,0.307292964,2.784936028,0.462920707,-0.006801219,0.985340433,0.132101579,-0.14922698,0.193984964,0.043419754,-0.012618436,0.7562518,0.080974764,0.462920707,0.043419754,0.956580246,0.537079293,0.867898421,1623,484,1623,484,10663,12286,2367,10663,1883,0.795521757,0.009709828,-0.002908608,0.045099596,0.001016987,0.001009271,0.734190557,0.269517887,0.430392747,0.402429531,-0.476155094,0.368777702,0.006801219,0.012618436,-0.228259972,-0.129617459,0.130568639,0.956580246,0.537079293,0.006801219,0.239268409,[0.7590664],11147,-0.244501748,1.468094572,0.641239571,0.572279389,0.14379308,0.746829769,0.746829769,0.749002004,-146118952.8,0.005817216,0.993198781,0.584555685,0.738457793,9.30486846,10.1,0,94.29478681,0,392.894945,0.033941758,0.111363397
ce778982-236b-4a5b-81f1-7f51239624ea,RandomForestClassifier,PREPROCESSING,REWEIGHTER,REWEIGHTER,0.853954822,0.620935539,0.203917287,0.620935539,0.927244999,0.728580991,3506,0.146045178,-0.137517664,0.281740463,0.271419009,0.020110365,1.07303719,0.379064461,0.196215705,1.543643512,0.113930562,-0.116500824,0.26679298,0.072755001,-0.098221299,0.128955664,0.077801232,0.379064461,0.072755001,0.927244999,0.620935539,0.886069438,1329,811,1329,811,10336,11665,2988,10336,2177,0.728580991,0.147218502,-0.147218502,0.003241143,5.25E-06,5.25E-06,0.732649869,0.268387915,0.429681214,0.394464781,0.334469791,0.163207121,-0.196215705,0.196215705,-0.068305595,-0.23402083,0.11553017,0.927244999,0.620935539,-0.196215705,0.239268409,[0.7590664],11147,-0.244501748,1.468094572,0.670465045,0.580464816,0.146045178,0.774090269,0.774090269,0.888050679,-633643462.2,-0.097994406,0.803784295,0.644750481,0.725062497,,,,,,,,0.163481552
ce778982-236b-4a5b-81f1-7f51239624ea,BaggingClassifier,PREPROCESSING,REWEIGHTER,REWEIGHTER,0.850474306,0.596120936,0.195523101,0.596120936,0.930474567,0.729493892,3506,0.149525694,-0.132576995,0.312156521,0.270506108,0.129746032,1.493122587,0.403879064,0.124293073,1.318706199,0.120122158,-0.128047408,0.236426731,0.069525433,-0.076536211,0.243299927,0.080713213,0.403879064,0.069525433,0.930474567,0.596120936,0.879877842,1416,775,1416,775,10372,11788,2865,10372,2090,0.729493892,0.100414642,-0.100414642,0.014276249,0.000101906,0.000101565,0.732808422,0.268504092,0.429755936,0.401779076,0.032444228,0.221289073,-0.124293073,0.124293073,-0.12889672,-0.204421839,0.12140656,0.930474567,0.596120936,-0.124293073,0.239268409,[0.7590664],11147,-0.244501748,1.468094572,0.656097944,0.566473666,0.149525694,0.763297751,0.763297751,0.839944022,-1335146398,-0.047756862,0.875706927,0.624673093,0.70613141,31.14361382,20.2,0,409.3185866,0,1705.494111,0.147335741,0.213329129
ce778982-236b-4a5b-81f1-7f51239624ea,BernoulliNB,PREPROCESSING,REWEIGHTER,REWEIGHTER,0.822084215,0.673702225,0.261038695,0.673702225,0.868753925,0.61751634,3506,0.177915785,-0.141802232,0.360322669,0.38248366,0.180910344,1.497836001,0.326297775,0.186965206,1.625826882,0.105652013,-0.107179913,0.263864073,0.131246075,-0.137789145,0.258750123,0.084980542,0.326297775,0.131246075,0.868753925,0.673702225,0.894347987,1144,1463,1144,1463,9684,10828,3825,9684,2362,0.61751634,0.162377175,-0.162377175,0.014327697,0.000102641,0.00010302,0.732685574,0.268414075,0.429698386,0.412263368,-0.023447297,0.234600945,-0.186965206,0.186965206,-0.144045128,-0.267367258,0.113926076,0.868753925,0.673702225,-0.186965206,0.239268409,[0.7590664],11147,-0.244501748,1.468094572,0.64438685,0.526938281,0.177915785,0.771228075,0.771228075,0.896457911,-303088870,-0.04917606,0.813034794,0.658718539,0.709546574,,,,,,,,0.162251656
ce778982-236b-4a5b-81f1-7f51239624ea,BaggingClassifier,PREPROCESSING,REWEIGHTER,HYPERPARAMETER,0.867535658,0.562179122,0.162219341,0.562179122,0.963577644,0.829196466,3506,0.132464342,-0.122520044,0.284659881,0.170803534,0.077245296,1.461995754,0.437820878,0.08970882,1.211289923,0.12504073,-0.133245931,0.227196693,0.036422356,-0.041343451,0.229352798,0.074267478,0.437820878,0.036422356,0.963577644,0.562179122,0.87495927,1535,406,1535,406,10741,12276,2377,10741,1971,0.829196466,0.065526135,-0.065526135,0.02804419,0.000393238,0.000391167,0.733237147,0.268818357,0.429955518,0.38540233,0.068293712,0.21304502,-0.08970882,0.08970882,-0.105245614,-0.172430458,0.12179674,0.963577644,0.562179122,-0.08970882,0.239268409,[0.7590664],11147,-0.244501748,1.468094572,0.670066293,0.608452662,0.132464342,0.762878383,0.762878383,0.812866855,-174214941.2,-0.048365368,0.91029118,0.611399767,0.688995438,30.35743427,30.3,0,716.2443363,0,2984.351401,0.257814802,0.117733628
ce778982-236b-4a5b-81f1-7f51239624ea,RandomForestClassifier,PREPROCESSING,REWEIGHTER,HYPERPARAMETER,0.857298847,0.501140901,0.143247117,0.501140901,0.969319099,0.837065269,3506,0.142701153,-0.130555439,0.304110284,0.162934731,0.191231579,2.22814863,0.498859099,0.043592978,1.087314454,0.139318146,-0.153469227,0.212975424,0.030680901,-0.023868331,0.443420947,0.081672014,0.498859099,0.030680901,0.969319099,0.501140901,0.860681854,1749,342,1749,342,10805,12554,2099,10805,1757,0.837065269,0.033730655,-0.033730655,0.044586909,0.000993996,0.000986883,0.734047335,0.269412745,0.430327494,0.404158419,-0.168654448,0.270262322,-0.043592978,0.043592978,-0.172350403,-0.137246195,0.136742366,0.969319099,0.501140901,-0.043592978,0.239268409,[0.7590664],11147,-0.244501748,1.468094572,0.626940232,0.572941631,0.142701153,0.73523,0.73523,0.760029789,-170516191.3,-0.019724647,0.956407022,0.557026234,0.686441578,,,,,,,,0.312603805
ce778982-236b-4a5b-81f1-7f51239624ea,GradientBoostingClassifier,PREPROCESSING,REWEIGHTER,HYPERPARAMETER,0.872722309,0.602681118,0.176414386,0.602681118,0.957656769,0.817408124,3506,0.127277691,-0.099259493,0.393186083,0.182591876,0.290163293,2.788728149,0.397318882,-0.056701356,0.858089976,0.115429234,-0.136701303,0.166323456,0.042343231,-0.011483814,0.787295047,0.070212413,0.397318882,0.042343231,0.957656769,0.602681118,0.884570766,1393,472,1393,472,10675,12068,2585,10675,2113,0.817408124,0.034092585,0.022608771,0.036207495,0.000655491,0.000649855,0.733862125,0.26927681,0.430242911,0.374733007,-0.514159236,0.383393543,0.056701356,0.056701356,-0.213432298,-0.140141101,0.1125663,0.957656769,0.602681118,0.056701356,0.239268409,[0.7590664],11147,-0.244501748,1.468094572,0.69381054,0.627172518,0.127277691,0.780168943,0.780168943,0.762530282,-234717902,-0.045217542,0.943298644,0.64504312,0.736565754,,,,,,,,0.153306002
ce778982-236b-4a5b-81f1-7f51239624ea,XGBClassifier,PREPROCESSING,REWEIGHTER,REWEIGHTER_SMOTE,0.870128984,0.65630348,0.204667986,0.65630348,0.937382255,0.767255752,3506,0.129871016,-0.102863632,0.380867843,0.232744248,0.211278335,1.945298861,0.34369652,0.111363397,1.335944189,0.103397975,-0.109962711,0.239536455,0.062617745,-0.055798839,0.375543778,0.069031294,0.34369652,0.062617745,0.937382255,0.65630348,0.896602025,1205,698,1205,698,10449,11654,2999,10449,2301,0.767255752,0.083581118,-0.083581118,0.013077566,8.55E-05,8.51E-05,0.732830271,0.268520103,0.429766178,0.371567743,-0.135429719,0.262172838,-0.111363397,0.111363397,-0.160620523,-0.201436887,0.103616521,0.937382255,0.65630348,-0.111363397,0.239268409,[0.7590664],11147,-0.244501748,1.468094572,0.707455803,0.627792077,0.129871016,0.796842868,0.796842868,0.863443885,-264357745.8,-0.055564559,0.888636603,0.680920323,0.731784098,32.0405302,51,0,1293.152984,0,5388.137434,0.465475206,0.192610112
